Signal Legend:

Key        Signal Name

0        = values_out
1        = sbox_out
2        = counter_test
3        = test_out
4        = done_out

Data Table:

Signals-> 0        1   2   3 4 

sample

709       8168316  12h 0   0 1 
710       8168316  12h 0   0 1 
711       8168316  12h 0   0 1 
712       8168316  12h 0   0 1 
713       8168316  12h 0   0 1 
714       8168316  12h 0   0 1 
715       8168316  12h 0   0 1 
716       8168316  12h 0   0 1 
717       8168316  12h 0   0 1 
718       8168316  12h 0   0 1 
719       8168316  12h 0   0 1 
720       8168316  12h 0   0 1 
721       8168316  12h 0   0 1 
722       8168316  12h 0   0 1 
723       8168316  12h 0   0 1 
724       8168316  12h 0   0 1 
725       8168316  12h 0   0 1 
726       8168316  12h 0   0 1 
727       8168316  12h 0   0 1 
728       8168316  12h 0   0 1 
729       8168316  12h 0   0 1 
730       8168316  12h 0   0 1 
731       8168316  12h 0   0 1 
732       8168316  12h 0   0 1 
733       8168316  12h 0   0 1 
734       8168316  12h 0   0 1 
735       8168316  12h 0   0 1 
736       8168316  12h 0   0 1 
737       8168316  12h 0   0 1 
738       8168316  12h 0   0 1 
739       8168316  12h 0   0 1 
740       8168316  12h 0   0 1 
741       8168316  12h 0   0 1 
742       8168316  12h 0   0 1 
743       8168316  12h 0   0 1 
744       8168316  12h 0   0 1 
745       8168316  12h 0   0 1 
746       8168316  12h 0   0 1 
747       8168316  12h 0   0 1 
748       8168316  12h 0   0 1 
749       8168316  12h 0   0 1 
750       8168316  12h 0   0 1 
751       8168316  12h 0   0 1 
752       8168316  12h 0   0 1 
753       8168316  12h 0   0 1 
754       8168316  12h 0   0 1 
755       8168316  12h 0   0 1 
756       8168316  12h 0   0 1 
757       8168316  12h 0   0 1 
758       8168316  12h 0   0 1 
759       8168316  12h 0   0 1 
760       8168316  12h 0   0 1 
761       8168316  12h 0   0 1 
762       8168316  12h 0   0 1 
763       8168316  12h 0   0 1 
764       8168316  12h 0   0 1 
765       8168316  12h 0   0 1 
766       8168316  12h 0   0 1 
767       8168316  12h 0   0 1 
768       8168316  12h 0   0 1 
769       8168316  12h 0   0 1 
770       8168316  12h 0   0 1 
771       8168316  12h 0   0 1 
772       8168316  12h 0   0 1 
773       8168316  12h 0   0 1 
774       8168316  12h 0   0 1 
775       8168316  12h 0   0 1 
776       8168316  12h 0   0 1 
777       8168316  12h 0   0 1 
778       8168316  12h 0   0 1 
779       8168316  12h 0   0 1 
780       8168316  12h 0   0 1 
781       8168316  12h 0   0 1 
782       8168316  12h 0   0 1 
783       8168316  12h 0   0 1 
784       8168316  12h 0   0 1 
785       8168316  12h 0   0 1 
786       8168316  12h 0   0 1 
787       8168316  12h 0   0 1 
788       8168316  12h 0   0 1 
789       8168316  12h 0   0 1 
790       8168316  12h 0   0 1 
791       8168316  12h 0   0 1 
792       8168316  12h 0   0 1 
793       8168316  12h 0   0 1 
794       8168316  12h 0   0 1 
795       8168316  12h 0   0 1 
796       8168316  12h 0   0 1 
797       8168316  12h 0   0 1 
798       8168316  12h 0   0 1 
799       8168316  12h 0   0 1 
800       8168316  12h 0   0 1 
801       8168316  12h 0   0 1 
802       8168316  12h 0   0 1 
803       8168316  12h 0   0 1 
804       8168316  12h 0   0 1 
805       8168316  12h 0   0 1 
806       8168316  12h 0   0 1 
807       8168316  12h 0   0 1 
808       8168316  12h 0   0 1 
809       8168316  12h 0   0 1 
810       8168316  12h 0   0 1 
811       8168316  12h 0   0 1 
812       8168316  12h 0   0 1 
813       8168316  12h 0   0 1 
814       8168316  12h 0   0 1 
815       8168316  12h 0   0 1 
816       8168316  12h 0   0 1 
817       8168316  12h 0   0 1 
818       8168316  12h 0   0 1 
819       8168316  12h 0   0 1 
820       8168316  12h 0   0 1 
821       8168316  12h 0   0 1 
822       8168316  12h 0   0 1 
823       8168316  12h 0   0 1 
824       8168316  12h 0   0 1 
825       8168316  12h 0   0 1 
826       8168316  12h 0   0 1 
827       8168316  12h 0   0 1 
828       8168316  12h 0   0 1 
829       8168316  12h 0   0 1 
830       8168316  12h 0   0 1 
831       8168316  12h 0   0 1 
832       8168316  12h 0   0 1 
833       8168316  12h 0   0 1 
834       8168316  12h 0   0 1 
835       8168316  12h 0   0 1 
836       8168316  12h 0   0 1 
837       8168316  12h 0   0 1 
838       8168316  12h 0   0 1 
839       8168316  12h 0   0 1 
840       8168316  12h 0   0 1 
841       8168316  12h 0   0 1 
842       8168316  12h 0   0 1 
843       8168316  12h 0   0 1 
844       8168316  12h 0   0 1 
845       8168316  12h 0   0 1 
846       8168316  12h 0   0 1 
847       8168316  12h 0   0 1 
848       8168316  12h 0   0 1 
849       8168316  12h 0   0 1 
850       8168316  12h 0   0 1 
851       8168316  12h 0   0 1 
852       8168316  12h 0   0 1 
853       8168316  12h 0   0 1 
854       8168316  12h 0   0 1 
855       8168316  12h 0   0 1 
856       8168316  12h 0   0 1 
857       8168316  12h 0   0 1 
858       8168316  12h 0   0 1 
859       8168316  12h 0   0 1 
860       8168316  12h 0   0 1 
861       8168316  12h 0   0 1 
862       8168316  12h 0   0 1 
863       8168316  12h 0   0 1 
864       8168316  12h 0   0 1 
865       8168316  12h 0   0 1 
866       8168316  12h 0   0 1 
867       8168316  12h 0   0 1 
868       8168316  12h 0   0 1 
869       8168316  12h 0   0 1 
870       8168316  12h 0   0 1 
871       8168316  12h 0   0 1 
872       8168316  12h 0   0 1 
873       8168316  12h 0   0 1 
874       8168316  12h 0   0 1 
875       8168316  12h 0   0 1 
876       8168316  12h 0   0 1 
877       8168316  12h 0   0 1 
878       8168316  12h 0   0 1 
879       8168316  12h 0   0 1 
880       8168316  12h 0   0 1 
881       8168316  12h 0   0 1 
882       8168316  12h 0   0 1 
883       8168316  12h 0   0 1 
884       8168316  12h 0   0 1 
885       8168316  12h 0   0 1 
886       8168316  12h 0   0 1 
887       8168316  12h 0   0 1 
888       8168316  12h 0   0 1 
889       8168316  12h 0   0 1 
890       8168316  12h 0   0 1 
891       8168316  12h 0   0 1 
892       8168316  12h 0   0 1 
893       8168316  12h 0   0 1 
894       8168316  12h 0   0 1 
895       8168316  12h 0   0 1 
