Signal Legend:

Key        Signal Name

0        = values_out
1        = sbox_out
2        = test_out
3        = counter_out
4        = done_out

Data Table:

Signals-> 0        1   2 3   4 
168       2354199  24  1 169 0 
169       2358401  116 1 170 0 
170       2419783  253 1 171 0 
171       2535986  215 1 172 0 
172       2573563  83  1 173 0 
173       2617499  14  1 174 0 
174       2671668  107 1 175 0 
175       2809479  150 1 176 0 
176       2811854  242 1 177 0 
177       2899799  99  1 178 0 
178       2952710  223 1 179 0 
179       3030248  123 1 180 0 
180       3084138  199 1 181 0 
181       3130261  4   1 182 0 
182       3161915  168 1 183 0 
183       3187870  80  1 184 0 
184       3195882  118 1 185 0 
185       3544275  88  1 186 0 
186       3624891  154 1 187 0 
187       3671186  167 1 188 0 
188       3680071  225 1 189 0 
189       3694016  206 1 190 0 
190       3772762  219 1 191 0 
191       3791431  220 1 192 0 
192       3940482  247 1 193 0 
193       3991194  233 1 194 0 
194       4024172  81  1 195 0 
195       4241745  11  1 196 0 
196       4274054  240 1 197 0 
197       4290627  76  1 198 0 
198       4349852  213 1 199 0 
199       4434891  132 1 200 0 
200       4448362  79  1 201 0 
201       4465743  23  1 202 0 
202       4685684  245 1 203 0 
203       4723128  64  1 204 0 
204       4725063  100 1 205 0 
205       4769207  140 1 206 0 
206       4817522  227 1 207 0 
207       4898304  5   1 208 0 
208       4915197  183 1 209 0 
209       4944884  29  1 210 0 
210       5028745  203 1 211 0 
211       5235374  98  1 212 0 
212       5360831  72  1 213 0 
213       5381310  246 1 214 0 
214       5473810  164 1 215 0 
215       5492940  180 1 216 0 
216       5501003  77  1 217 0 
217       5533349  145 1 218 0 
218       5564779  160 1 219 0 
219       5567833  244 1 220 0 
220       5570739  217 1 221 0 
221       5791857  12  1 222 0 
222       6020834  152 1 223 0 
223       6082899  33  1 224 0 
224       6154530  90  1 225 0 
225       6212971  191 1 226 0 
226       6279249  143 1 227 0 
227       6297251  237 1 228 0 
228       6313590  134 1 229 0 
229       6329010  63  1 230 0 
230       6474427  171 1 231 0 
231       6516059  106 1 232 0 
232       6669313  241 1 233 0 
233       6718421  212 1 234 0 
234       6719467  175 1 235 0 
235       7214770  97  1 236 0 
236       7266534  193 1 237 0 
237       7289660  155 1 238 0 
238       7301297  139 1 239 0 
239       7370735  73  1 240 0 
240       7434108  121 1 241 0 
241       7543873  186 1 242 0 
242       7554374  255 1 243 0 
243       7615074  192 1 244 0 
244       7670831  111 1 245 0 
245       7707306  229 1 246 0 
246       7805686  243 1 247 0 
247       7901466  141 1 248 0 
248       7992501  209 1 249 0 
249       8046213  188 1 250 0 
250       8060147  195 1 251 0 
251       8112659  248 1 252 0 
252       8117321  133 1 253 0 
253       8140431  65  1 254 0 
254       8141657  78  1 255 0 
255       8221189  138 1 0   0 
256       8221189  138 1 0   1 
257       8221189  138 1 0   1 
258       8221189  138 1 0   1 
259       8221189  138 1 0   1 
260       8221189  138 1 0   1 
261       8221189  138 1 0   1 
262       8221189  138 1 0   1 
263       8221189  138 1 0   1 
264       8221189  138 1 0   1 
265       8221189  138 1 0   1 
266       8221189  138 1 0   1 
267       8221189  138 1 0   1 
268       8221189  138 1 0   1 
269       8221189  138 1 0   1 
270       8221189  138 1 0   1 
271       8221189  138 1 0   1 
272       8221189  138 1 0   1 
273       8221189  138 1 0   1 
274       8221189  138 1 0   1 
275       8221189  138 1 0   1 
276       8221189  138 1 0   1 
277       8221189  138 1 0   1 
278       8221189  138 1 0   1 
279       8221189  138 1 0   1 
280       8221189  138 1 0   1 
281       8221189  138 1 0   1 
282       8221189  138 1 0   1 
283       8221189  138 1 0   1 
284       8221189  138 1 0   1 
285       8221189  138 1 0   1 
286       8221189  138 1 0   1 
287       8221189  138 1 0   1 
288       8221189  138 1 0   1 
289       8221189  138 1 0   1 
290       8221189  138 1 0   1 
291       8221189  138 1 0   1 
292       8221189  138 1 0   1 
293       8221189  138 1 0   1 
294       8221189  138 1 0   1 
295       8221189  138 1 0   1 
296       8221189  138 1 0   1 
297       8221189  138 1 0   1 
298       8221189  138 1 0   1 
299       8221189  138 1 0   1 
300       8221189  138 1 0   1 
301       8221189  138 1 0   1 
302       8221189  138 1 0   1 
303       8221189  138 1 0   1 
304       8221189  138 1 0   1 
305       8221189  138 1 0   1 
306       8221189  138 1 0   1 
307       8221189  138 1 0   1 
308       8221189  138 1 0   1 
309       8221189  138 1 0   1 
310       8221189  138 1 0   1 
311       8221189  138 1 0   1 
312       8221189  138 1 0   1 
313       8221189  138 1 0   1 
314       8221189  138 1 0   1 
315       8221189  138 1 0   1 
316       8221189  138 1 0   1 
317       8221189  138 1 0   1 
318       8221189  138 1 0   1 
319       8221189  138 1 0   1 
320       8221189  138 1 0   1 
321       8221189  138 1 0   1 
322       8221189  138 1 0   1 
323       8221189  138 1 0   1 
324       8221189  138 1 0   1 
325       8221189  138 1 0   1 
326       8221189  138 1 0   1 
327       8221189  138 1 0   1 
328       8221189  138 1 0   1 
329       8221189  138 1 0   1 
330       8221189  138 1 0   1 
331       8221189  138 1 0   1 
332       8221189  138 1 0   1 
333       8221189  138 1 0   1 
334       8221189  138 1 0   1 
335       8221189  138 1 0   1 
336       8221189  138 1 0   1 
337       8221189  138 1 0   1 
338       8221189  138 1 0   1 
339       8221189  138 1 0   1 
340       8221189  138 1 0   1 
341       8221189  138 1 0   1 
342       8221189  138 1 0   1 
343       8221189  138 1 0   1 
344       8221189  138 1 0   1 
345       8221189  138 1 0   1 
346       8221189  138 1 0   1 
347       8221189  138 1 0   1 
348       8221189  138 1 0   1 
349       8221189  138 1 0   1 
350       8221189  138 1 0   1 
351       8221189  138 1 0   1 
352       8221189  138 1 0   1 
353       8221189  138 1 0   1 
354       8221189  138 1 0   1 
355       8221189  138 1 0   1 
356       8221189  138 1 0   1 
357       8221189  138 1 0   1 
358       8221189  138 1 0   1 
359       8221189  138 1 0   1 
360       8221189  138 1 0   1 
361       8221189  138 1 0   1 
362       8221189  138 1 0   1 
363       8221189  138 1 0   1 
364       8221189  138 1 0   1 
365       8221189  138 1 0   1 
366       8221189  138 1 0   1 
367       8221189  138 1 0   1 
368       8221189  138 1 0   1 
369       8221189  138 1 0   1 
370       8221189  138 1 0   1 
371       8221189  138 1 0   1 
372       8221189  138 1 0   1 
373       8221189  138 1 0   1 
374       8221189  138 1 0   1 
375       8221189  138 1 0   1 
376       8221189  138 1 0   1 
377       8221189  138 1 0   1 
378       8221189  138 1 0   1 
379       8221189  138 1 0   1 
380       8221189  138 1 0   1 
381       8221189  138 1 0   1 
382       8221189  138 1 0   1 
383       8221189  138 1 0   1 
384       8221189  138 1 0   1 
385       8221189  138 1 0   1 
386       8221189  138 1 0   1 
387       8221189  138 1 0   1 
388       8221189  138 1 0   1 
389       8221189  138 1 0   1 
390       8221189  138 1 0   1 
391       8221189  138 1 0   1 
392       8221189  138 1 0   1 
393       8221189  138 1 0   1 
394       8221189  138 1 0   1 
395       8221189  138 1 0   1 
396       8221189  138 1 0   1 
397       8221189  138 1 0   1 
398       8221189  138 1 0   1 
399       8221189  138 1 0   1 
400       8221189  138 1 0   1 
401       8221189  138 1 0   1 
402       8221189  138 1 0   1 
403       8221189  138 1 0   1 
404       8221189  138 1 0   1 
405       8221189  138 1 0   1 
406       8221189  138 1 0   1 
407       8221189  138 1 0   1 
408       8221189  138 1 0   1 
409       8221189  138 1 0   1 
410       8221189  138 1 0   1 
411       8221189  138 1 0   1 
412       8221189  138 1 0   1 
413       8221189  138 1 0   1 
414       8221189  138 1 0   1 
415       8221189  138 1 0   1 
416       8221189  138 1 0   1 
417       8221189  138 1 0   1 
418       8221189  138 1 0   1 
419       8221189  138 1 0   1 
420       8221189  138 1 0   1 
421       8221189  138 1 0   1 
422       8221189  138 1 0   1 
423       8221189  138 1 0   1 
424       8221189  138 1 0   1 
425       8221189  138 1 0   1 
426       8221189  138 1 0   1 
427       8221189  138 1 0   1 
428       8221189  138 1 0   1 
429       8221189  138 1 0   1 
430       8221189  138 1 0   1 
431       8221189  138 1 0   1 
432       8221189  138 1 0   1 
433       8221189  138 1 0   1 
434       8221189  138 1 0   1 
435       8221189  138 1 0   1 
436       8221189  138 1 0   1 
437       8221189  138 1 0   1 
438       8221189  138 1 0   1 
439       8221189  138 1 0   1 
440       8221189  138 1 0   1 
441       8221189  138 1 0   1 
442       8221189  138 1 0   1 
443       8221189  138 1 0   1 
444       8221189  138 1 0   1 
445       8221189  138 1 0   1 
446       8221189  138 1 0   1 
447       8221189  138 1 0   1 
448       8221189  138 1 0   1 
449       8221189  138 1 0   1 
450       8221189  138 1 0   1 
451       8221189  138 1 0   1 
452       8221189  138 1 0   1 
453       8221189  138 1 0   1 
454       8221189  138 1 0   1 
455       8221189  138 1 0   1 
456       8221189  138 1 0   1 
457       8221189  138 1 0   1 
458       8221189  138 1 0   1 
459       8221189  138 1 0   1 
460       8221189  138 1 0   1 
461       8221189  138 1 0   1 
462       8221189  138 1 0   1 
463       8221189  138 1 0   1 
464       8221189  138 1 0   1 
465       8221189  138 1 0   1 
466       8221189  138 1 0   1 
467       8221189  138 1 0   1 
468       8221189  138 1 0   1 
469       8221189  138 1 0   1 
470       8221189  138 1 0   1 
471       8221189  138 1 0   1 
472       8221189  138 1 0   1 
473       8221189  138 1 0   1 
474       8221189  138 1 0   1 
475       8221189  138 1 0   1 
476       8221189  138 1 0   1 
477       8221189  138 1 0   1 
478       8221189  138 1 0   1 
479       8221189  138 1 0   1 
480       8221189  138 1 0   1 
481       8221189  138 1 0   1 
482       8221189  138 1 0   1 
483       8221189  138 1 0   1 
484       8221189  138 1 0   1 
485       8221189  138 1 0   1 
486       8221189  138 1 0   1 
487       8221189  138 1 0   1 
488       8221189  138 1 0   1 
489       8221189  138 1 0   1 
490       8221189  138 1 0   1 
491       8221189  138 1 0   1 
492       8221189  138 1 0   1 
493       8221189  138 1 0   1 
494       8221189  138 1 0   1 
495       8221189  138 1 0   1 
496       8221189  138 1 0   1 
497       8221189  138 1 0   1 
498       8221189  138 1 0   1 
499       8221189  138 1 0   1 
500       8221189  138 1 0   1 
501       8221189  138 1 0   1 
502       8221189  138 1 0   1 
503       8221189  138 1 0   1 
504       8221189  138 1 0   1 
505       8221189  138 1 0   1 
506       8221189  138 1 0   1 
507       8221189  138 1 0   1 
508       8221189  138 1 0   1 
509       8221189  138 1 0   1 
510       8221189  138 1 0   1 
511       8221189  138 1 0   1 
512       8221189  138 1 0   1 
513       8221189  138 1 0   1 
514       8221189  138 1 0   1 
515       8221189  138 1 0   1 
516       8221189  138 1 0   1 
517       8221189  138 1 0   1 
518       8221189  138 1 0   1 
519       8221189  138 1 0   1 
520       8221189  138 1 0   1 
521       8221189  138 1 0   1 
522       8221189  138 1 0   1 
523       8221189  138 1 0   1 
524       8221189  138 1 0   1 
525       8221189  138 1 0   1 
526       8221189  138 1 0   1 
527       8221189  138 1 0   1 
528       8221189  138 1 0   1 
529       8221189  138 1 0   1 
530       8221189  138 1 0   1 
531       8221189  138 1 0   1 
532       8221189  138 1 0   1 
533       8221189  138 1 0   1 
534       8221189  138 1 0   1 
535       8221189  138 1 0   1 
536       8221189  138 1 0   1 
537       8221189  138 1 0   1 
538       8221189  138 1 0   1 
539       8221189  138 1 0   1 
540       8221189  138 1 0   1 
541       8221189  138 1 0   1 
542       8221189  138 1 0   1 
543       8221189  138 1 0   1 
544       8221189  138 1 0   1 
545       8221189  138 1 0   1 
546       8221189  138 1 0   1 
547       8221189  138 1 0   1 
548       8221189  138 1 0   1 
549       8221189  138 1 0   1 
550       8221189  138 1 0   1 
551       8221189  138 1 0   1 
552       8221189  138 1 0   1 
553       8221189  138 1 0   1 
554       8221189  138 1 0   1 
555       8221189  138 1 0   1 
556       8221189  138 1 0   1 
557       8221189  138 1 0   1 
558       8221189  138 1 0   1 
559       8221189  138 1 0   1 
560       8221189  138 1 0   1 
561       8221189  138 1 0   1 
562       8221189  138 1 0   1 
563       8221189  138 1 0   1 
564       8221189  138 1 0   1 
565       8221189  138 1 0   1 
566       8221189  138 1 0   1 
567       8221189  138 1 0   1 
568       8221189  138 1 0   1 
569       8221189  138 1 0   1 
570       8221189  138 1 0   1 
571       8221189  138 1 0   1 
572       8221189  138 1 0   1 
573       8221189  138 1 0   1 
574       8221189  138 1 0   1 
575       8221189  138 1 0   1 
576       8221189  138 1 0   1 
577       8221189  138 1 0   1 
578       8221189  138 1 0   1 
579       8221189  138 1 0   1 
580       8221189  138 1 0   1 
581       8221189  138 1 0   1 
582       8221189  138 1 0   1 
583       8221189  138 1 0   1 
584       8221189  138 1 0   1 
585       8221189  138 1 0   1 
586       8221189  138 1 0   1 
587       8221189  138 1 0   1 
588       8221189  138 1 0   1 
589       8221189  138 1 0   1 
590       8221189  138 1 0   1 
591       8221189  138 1 0   1 
592       8221189  138 1 0   1 
593       8221189  138 1 0   1 
594       8221189  138 1 0   1 
595       8221189  138 1 0   1 
596       8221189  138 1 0   1 
597       8221189  138 1 0   1 
598       8221189  138 1 0   1 
599       8221189  138 1 0   1 
600       8221189  138 1 0   1 
601       8221189  138 1 0   1 
602       8221189  138 1 0   1 
603       8221189  138 1 0   1 
604       8221189  138 1 0   1 
605       8221189  138 1 0   1 
606       8221189  138 1 0   1 
607       8221189  138 1 0   1 
608       8221189  138 1 0   1 
609       8221189  138 1 0   1 
610       8221189  138 1 0   1 
611       8221189  138 1 0   1 
612       8221189  138 1 0   1 
613       8221189  138 1 0   1 
614       8221189  138 1 0   1 
615       8221189  138 1 0   1 
616       8221189  138 1 0   1 
617       8221189  138 1 0   1 
618       8221189  138 1 0   1 
619       8221189  138 1 0   1 
620       8221189  138 1 0   1 
621       8221189  138 1 0   1 
622       8221189  138 1 0   1 
623       8221189  138 1 0   1 
624       8221189  138 1 0   1 
625       8221189  138 1 0   1 
626       8221189  138 1 0   1 
627       8221189  138 1 0   1 
628       8221189  138 1 0   1 
629       8221189  138 1 0   1 
630       8221189  138 1 0   1 
631       8221189  138 1 0   1 
632       8221189  138 1 0   1 
633       8221189  138 1 0   1 
634       8221189  138 1 0   1 
635       8221189  138 1 0   1 
636       8221189  138 1 0   1 
637       8221189  138 1 0   1 
638       8221189  138 1 0   1 
639       8221189  138 1 0   1 
640       8221189  138 1 0   1 
641       8221189  138 1 0   1 
642       8221189  138 1 0   1 
643       8221189  138 1 0   1 
644       8221189  138 1 0   1 
645       8221189  138 1 0   1 
646       8221189  138 1 0   1 
647       8221189  138 1 0   1 
648       8221189  138 1 0   1 
649       8221189  138 1 0   1 
650       8221189  138 1 0   1 
651       8221189  138 1 0   1 
652       8221189  138 1 0   1 
653       8221189  138 1 0   1 
654       8221189  138 1 0   1 
655       8221189  138 1 0   1 
656       8221189  138 1 0   1 
657       8221189  138 1 0   1 
658       8221189  138 1 0   1 
659       8221189  138 1 0   1 
660       8221189  138 1 0   1 
661       8221189  138 1 0   1 
662       8221189  138 1 0   1 
663       8221189  138 1 0   1 
664       8221189  138 1 0   1 
665       8221189  138 1 0   1 
666       8221189  138 1 0   1 
667       8221189  138 1 0   1 
668       8221189  138 1 0   1 
669       8221189  138 1 0   1 
670       8221189  138 1 0   1 
671       8221189  138 1 0   1 
672       8221189  138 1 0   1 
673       8221189  138 1 0   1 
674       8221189  138 1 0   1 
675       8221189  138 1 0   1 
676       8221189  138 1 0   1 
677       8221189  138 1 0   1 
678       8221189  138 1 0   1 
679       8221189  138 1 0   1 
680       8221189  138 1 0   1 
681       8221189  138 1 0   1 
682       8221189  138 1 0   1 
683       8221189  138 1 0   1 
684       8221189  138 1 0   1 
685       8221189  138 1 0   1 
686       8221189  138 1 0   1 
687       8221189  138 1 0   1 
688       8221189  138 1 0   1 
689       8221189  138 1 0   1 
690       8221189  138 1 0   1 
691       8221189  138 1 0   1 
692       8221189  138 1 0   1 
693       8221189  138 1 0   1 
694       8221189  138 1 0   1 
695       8221189  138 1 0   1 
696       8221189  138 1 0   1 
697       8221189  138 1 0   1 
698       8221189  138 1 0   1 
699       8221189  138 1 0   1 
700       8221189  138 1 0   1 
701       8221189  138 1 0   1 
702       8221189  138 1 0   1 
703       8221189  138 1 0   1 
704       8221189  138 1 0   1 
705       8221189  138 1 0   1 
706       8221189  138 1 0   1 
707       8221189  138 1 0   1 
708       8221189  138 1 0   1 
709       8221189  138 1 0   1 
710       8221189  138 1 0   1 
711       8221189  138 1 0   1 
712       8221189  138 1 0   1 
713       8221189  138 1 0   1 
714       8221189  138 1 0   1 
715       8221189  138 1 0   1 
716       8221189  138 1 0   1 
717       8221189  138 1 0   1 
718       8221189  138 1 0   1 
719       8221189  138 1 0   1 
720       8221189  138 1 0   1 
721       8221189  138 1 0   1 
722       8221189  138 1 0   1 
723       8221189  138 1 0   1 
724       8221189  138 1 0   1 
725       8221189  138 1 0   1 
726       8221189  138 1 0   1 
727       8221189  138 1 0   1 
728       8221189  138 1 0   1 
729       8221189  138 1 0   1 
730       8221189  138 1 0   1 
731       8221189  138 1 0   1 
732       8221189  138 1 0   1 
733       8221189  138 1 0   1 
734       8221189  138 1 0   1 
735       8221189  138 1 0   1 
736       8221189  138 1 0   1 
737       8221189  138 1 0   1 
738       8221189  138 1 0   1 
739       8221189  138 1 0   1 
740       8221189  138 1 0   1 
741       8221189  138 1 0   1 
742       8221189  138 1 0   1 
743       8221189  138 1 0   1 
744       8221189  138 1 0   1 
745       8221189  138 1 0   1 
746       8221189  138 1 0   1 
747       8221189  138 1 0   1 
748       8221189  138 1 0   1 
749       8221189  138 1 0   1 
750       8221189  138 1 0   1 
751       8221189  138 1 0   1 
752       8221189  138 1 0   1 
753       8221189  138 1 0   1 
754       8221189  138 1 0   1 
755       8221189  138 1 0   1 
756       8221189  138 1 0   1 
757       8221189  138 1 0   1 
758       8221189  138 1 0   1 
759       8221189  138 1 0   1 
760       8221189  138 1 0   1 
761       8221189  138 1 0   1 
762       8221189  138 1 0   1 
763       8221189  138 1 0   1 
764       8221189  138 1 0   1 
765       8221189  138 1 0   1 
766       8221189  138 1 0   1 
767       8221189  138 1 0   1 
768       8221189  138 1 0   1 
769       8221189  138 1 0   1 
770       8221189  138 1 0   1 
771       8221189  138 1 0   1 
772       8221189  138 1 0   1 
773       8221189  138 1 0   1 
774       8221189  138 1 0   1 
775       8221189  138 1 0   1 
776       8221189  138 1 0   1 
777       8221189  138 1 0   1 
778       8221189  138 1 0   1 
