Signal Legend:

Key        Signal Name

0        = sbox_out
1        = values_out
2        = counter_test
3        = test_out
4        = done_out

Data Table:

Signals-> 0   1        2   3 4 

sample

762       139 8184696  0   1 1 
763       139 8184696  0   1 1 
764       139 8184696  0   1 1 
765       139 8184696  0   1 1 
766       139 8184696  0   1 1 
767       139 8184696  0   1 1 
768       139 8184696  0   1 1 
769       139 8184696  0   1 1 
770       139 8184696  0   1 1 
771       139 8184696  0   1 1 
772       139 8184696  0   1 1 
773       139 8184696  0   1 1 
774       139 8184696  0   1 1 
775       139 8184696  0   1 1 
776       139 8184696  0   1 1 
777       139 8184696  0   1 1 
778       139 8184696  0   1 1 
779       139 8184696  0   1 1 
780       139 8184696  0   1 1 
781       139 8184696  0   1 1 
782       139 8184696  0   1 1 
783       139 8184696  0   1 1 
784       139 8184696  0   1 1 
785       139 8184696  0   1 1 
786       139 8184696  0   1 1 
787       139 8184696  0   1 1 
788       139 8184696  0   1 1 
789       139 8184696  0   1 1 
790       139 8184696  0   1 1 
791       139 8184696  0   1 1 
792       139 8184696  0   1 1 
793       139 8184696  0   1 1 
794       139 8184696  0   1 1 
795       139 8184696  0   1 1 
796       139 8184696  0   1 1 
797       139 8184696  0   1 1 
798       139 8184696  0   1 1 
799       139 8184696  0   1 1 
800       139 8184696  0   1 1 
801       139 8184696  0   1 1 
802       139 8184696  0   1 1 
803       139 8184696  0   1 1 
804       139 8184696  0   1 1 
805       139 8184696  0   1 1 
806       139 8184696  0   1 1 
807       139 8184696  0   1 1 
808       139 8184696  0   1 1 
809       139 8184696  0   1 1 
810       139 8184696  0   1 1 
811       139 8184696  0   1 1 
812       139 8184696  0   1 1 
813       139 8184696  0   1 1 
814       139 8184696  0   1 1 
815       139 8184696  0   1 1 
816       139 8184696  0   1 1 
817       139 8184696  0   1 1 
818       139 8184696  0   1 1 
819       139 8184696  0   1 1 
820       139 8184696  0   1 1 
821       139 8184696  0   1 1 
822       139 8184696  0   1 1 
823       139 8184696  0   1 1 
824       139 8184696  0   1 1 
825       139 8184696  0   1 1 
826       139 8184696  0   1 1 
827       139 8184696  0   1 1 
828       139 8184696  0   1 1 
829       139 8184696  0   1 1 
830       139 8184696  0   1 1 
831       139 8184696  0   1 1 
832       139 8184696  0   1 1 
833       139 8184696  0   1 1 
834       139 8184696  0   1 1 
835       139 8184696  0   1 1 
836       139 8184696  0   1 1 
837       139 8184696  0   1 1 
838       139 8184696  0   1 1 
839       139 8184696  0   1 1 
840       139 8184696  0   1 1 
841       139 8184696  0   1 1 
842       139 8184696  0   1 1 
843       139 8184696  0   1 1 
844       139 8184696  0   1 1 
845       139 8184696  0   1 1 
846       139 8184696  0   1 1 
847       139 8184696  0   1 1 
848       139 8184696  0   1 1 
849       139 8184696  0   1 1 
850       139 8184696  0   1 1 
851       139 8184696  0   1 1 
852       139 8184696  0   1 1 
853       139 8184696  0   1 1 
854       139 8184696  0   1 1 
855       139 8184696  0   1 1 
856       139 8184696  0   1 1 
857       139 8184696  0   1 1 
858       139 8184696  0   1 1 
859       139 8184696  0   1 1 
860       139 8184696  0   1 1 
861       139 8184696  0   1 1 
862       139 8184696  0   1 1 
863       139 8184696  0   1 1 
864       139 8184696  0   1 1 
865       139 8184696  0   1 1 
866       139 8184696  0   1 1 
867       139 8184696  0   1 1 
868       139 8184696  0   1 1 
869       139 8184696  0   1 1 
870       139 8184696  0   1 1 
871       139 8184696  0   1 1 
872       139 8184696  0   1 1 
873       139 8184696  0   1 1 
874       139 8184696  0   1 1 
875       139 8184696  0   1 1 
876       139 8184696  0   1 1 
877       139 8184696  0   1 1 
878       139 8184696  0   1 1 
879       139 8184696  0   1 1 
880       139 8184696  0   1 1 
881       139 8184696  0   1 1 
882       139 8184696  0   1 1 
883       139 8184696  0   1 1 
884       139 8184696  0   1 1 
885       139 8184696  0   1 1 
886       139 8184696  0   1 1 
887       139 8184696  0   1 1 
888       139 8184696  0   1 1 
889       139 8184696  0   1 1 
890       139 8184696  0   1 1 
891       139 8184696  0   1 1 
892       139 8184696  0   1 1 
893       139 8184696  0   1 1 
894       139 8184696  0   1 1 
895       139 8184696  0   1 1 
