Signal Legend:

Key        Signal Name

0        = sbox_out
1        = values_out
2        = test_out

Data Table:

Signals-> 0   1        2 

sample

318       250 8365142  1 
319       250 8365142  1 
320       250 8365142  1 
321       250 8365142  1 
322       250 8365142  1 
323       250 8365142  1 
324       250 8365142  1 
325       250 8365142  1 
326       250 8365142  1 
327       250 8365142  1 
328       250 8365142  1 
329       250 8365142  1 
330       250 8365142  1 
331       250 8365142  1 
332       250 8365142  1 
333       250 8365142  1 
334       250 8365142  1 
335       250 8365142  1 
336       250 8365142  1 
337       250 8365142  1 
338       250 8365142  1 
339       250 8365142  1 
340       250 8365142  1 
341       250 8365142  1 
342       250 8365142  1 
343       250 8365142  1 
344       250 8365142  1 
345       250 8365142  1 
346       250 8365142  1 
347       250 8365142  1 
348       250 8365142  1 
349       250 8365142  1 
350       250 8365142  1 
351       250 8365142  1 
352       250 8365142  1 
353       250 8365142  1 
354       250 8365142  1 
355       250 8365142  1 
356       250 8365142  1 
357       250 8365142  1 
358       250 8365142  1 
359       250 8365142  1 
360       250 8365142  1 
361       250 8365142  1 
362       250 8365142  1 
363       250 8365142  1 
364       250 8365142  1 
365       250 8365142  1 
366       250 8365142  1 
367       250 8365142  1 
368       250 8365142  1 
369       250 8365142  1 
370       250 8365142  1 
371       250 8365142  1 
372       250 8365142  1 
373       250 8365142  1 
374       250 8365142  1 
375       250 8365142  1 
376       250 8365142  1 
377       250 8365142  1 
378       250 8365142  1 
379       250 8365142  1 
380       250 8365142  1 
381       250 8365142  1 
382       250 8365142  1 
383       250 8365142  1 
384       250 8365142  1 
385       250 8365142  1 
386       250 8365142  1 
387       250 8365142  1 
388       250 8365142  1 
389       250 8365142  1 
390       250 8365142  1 
391       250 8365142  1 
392       250 8365142  1 
393       250 8365142  1 
394       250 8365142  1 
395       250 8365142  1 
396       250 8365142  1 
397       250 8365142  1 
398       250 8365142  1 
399       250 8365142  1 
400       250 8365142  1 
401       250 8365142  1 
402       250 8365142  1 
403       250 8365142  1 
404       250 8365142  1 
405       250 8365142  1 
406       250 8365142  1 
407       250 8365142  1 
408       250 8365142  1 
409       250 8365142  1 
410       250 8365142  1 
411       250 8365142  1 
412       250 8365142  1 
413       250 8365142  1 
414       250 8365142  1 
415       250 8365142  1 
416       250 8365142  1 
417       250 8365142  1 
418       250 8365142  1 
419       250 8365142  1 
420       250 8365142  1 
421       250 8365142  1 
422       250 8365142  1 
423       250 8365142  1 
424       250 8365142  1 
425       250 8365142  1 
426       250 8365142  1 
427       250 8365142  1 
428       250 8365142  1 
429       250 8365142  1 
430       250 8365142  1 
431       250 8365142  1 
432       250 8365142  1 
433       250 8365142  1 
434       250 8365142  1 
435       250 8365142  1 
436       250 8365142  1 
437       250 8365142  1 
438       250 8365142  1 
439       250 8365142  1 
440       250 8365142  1 
441       250 8365142  1 
442       250 8365142  1 
443       250 8365142  1 
444       250 8365142  1 
445       250 8365142  1 
446       250 8365142  1 
447       250 8365142  1 
448       250 8365142  1 
449       250 8365142  1 
450       250 8365142  1 
451       250 8365142  1 
452       250 8365142  1 
453       250 8365142  1 
454       250 8365142  1 
455       250 8365142  1 
456       250 8365142  1 
457       250 8365142  1 
458       250 8365142  1 
459       250 8365142  1 
460       250 8365142  1 
461       250 8365142  1 
462       250 8365142  1 
463       250 8365142  1 
464       250 8365142  1 
465       250 8365142  1 
466       250 8365142  1 
467       250 8365142  1 
468       250 8365142  1 
469       250 8365142  1 
470       250 8365142  1 
471       250 8365142  1 
472       250 8365142  1 
473       250 8365142  1 
474       250 8365142  1 
475       250 8365142  1 
476       250 8365142  1 
477       250 8365142  1 
478       250 8365142  1 
479       250 8365142  1 
480       250 8365142  1 
481       250 8365142  1 
482       250 8365142  1 
483       250 8365142  1 
484       250 8365142  1 
485       250 8365142  1 
486       250 8365142  1 
487       250 8365142  1 
488       250 8365142  1 
489       250 8365142  1 
490       250 8365142  1 
491       250 8365142  1 
492       250 8365142  1 
493       250 8365142  1 
494       250 8365142  1 
495       250 8365142  1 
496       250 8365142  1 
497       250 8365142  1 
498       250 8365142  1 
499       250 8365142  1 
500       250 8365142  1 
501       250 8365142  1 
502       250 8365142  1 
503       250 8365142  1 
504       250 8365142  1 
505       250 8365142  1 
506       250 8365142  1 
507       250 8365142  1 
508       250 8365142  1 
509       250 8365142  1 
510       250 8365142  1 
511       250 8365142  1 
512       250 8365142  1 
513       250 8365142  1 
514       250 8365142  1 
515       250 8365142  1 
516       250 8365142  1 
517       250 8365142  1 
518       250 8365142  1 
519       250 8365142  1 
520       250 8365142  1 
521       250 8365142  1 
522       250 8365142  1 
523       250 8365142  1 
524       250 8365142  1 
525       250 8365142  1 
526       250 8365142  1 
527       250 8365142  1 
528       250 8365142  1 
529       250 8365142  1 
530       250 8365142  1 
531       250 8365142  1 
532       250 8365142  1 
533       250 8365142  1 
534       250 8365142  1 
535       250 8365142  1 
536       250 8365142  1 
537       250 8365142  1 
538       250 8365142  1 
539       250 8365142  1 
540       250 8365142  1 
541       250 8365142  1 
542       250 8365142  1 
543       250 8365142  1 
544       250 8365142  1 
545       250 8365142  1 
546       250 8365142  1 
547       250 8365142  1 
548       250 8365142  1 
549       250 8365142  1 
550       250 8365142  1 
551       250 8365142  1 
552       250 8365142  1 
553       250 8365142  1 
554       250 8365142  1 
555       250 8365142  1 
556       250 8365142  1 
557       250 8365142  1 
558       250 8365142  1 
559       250 8365142  1 
560       250 8365142  1 
561       250 8365142  1 
562       250 8365142  1 
563       250 8365142  1 
564       250 8365142  1 
565       250 8365142  1 
566       250 8365142  1 
567       250 8365142  1 
568       250 8365142  1 
569       250 8365142  1 
570       250 8365142  1 
571       250 8365142  1 
572       250 8365142  1 
573       250 8365142  1 
574       250 8365142  1 
575       250 8365142  1 
576       250 8365142  1 
577       250 8365142  1 
578       250 8365142  1 
579       250 8365142  1 
580       250 8365142  1 
581       250 8365142  1 
582       250 8365142  1 
583       250 8365142  1 
584       250 8365142  1 
585       250 8365142  1 
586       250 8365142  1 
587       250 8365142  1 
588       250 8365142  1 
589       250 8365142  1 
590       250 8365142  1 
591       250 8365142  1 
592       250 8365142  1 
593       250 8365142  1 
594       250 8365142  1 
595       250 8365142  1 
596       250 8365142  1 
597       250 8365142  1 
598       250 8365142  1 
599       250 8365142  1 
600       250 8365142  1 
601       250 8365142  1 
602       250 8365142  1 
603       250 8365142  1 
604       250 8365142  1 
605       250 8365142  1 
606       250 8365142  1 
607       250 8365142  1 
608       250 8365142  1 
609       250 8365142  1 
610       250 8365142  1 
611       250 8365142  1 
612       250 8365142  1 
613       250 8365142  1 
614       250 8365142  1 
615       250 8365142  1 
616       250 8365142  1 
617       250 8365142  1 
618       250 8365142  1 
619       250 8365142  1 
620       250 8365142  1 
621       250 8365142  1 
622       250 8365142  1 
623       250 8365142  1 
624       250 8365142  1 
625       250 8365142  1 
626       250 8365142  1 
627       250 8365142  1 
628       250 8365142  1 
629       250 8365142  1 
630       250 8365142  1 
631       250 8365142  1 
632       250 8365142  1 
633       250 8365142  1 
634       250 8365142  1 
635       250 8365142  1 
636       250 8365142  1 
637       250 8365142  1 
638       250 8365142  1 
639       250 8365142  1 
640       250 8365142  1 
641       250 8365142  1 
642       250 8365142  1 
643       250 8365142  1 
644       250 8365142  1 
645       250 8365142  1 
646       250 8365142  1 
647       250 8365142  1 
648       250 8365142  1 
649       250 8365142  1 
650       250 8365142  1 
651       250 8365142  1 
652       250 8365142  1 
653       250 8365142  1 
654       250 8365142  1 
655       250 8365142  1 
656       250 8365142  1 
657       250 8365142  1 
658       250 8365142  1 
659       250 8365142  1 
660       250 8365142  1 
661       250 8365142  1 
662       250 8365142  1 
663       250 8365142  1 
664       250 8365142  1 
665       250 8365142  1 
666       250 8365142  1 
667       250 8365142  1 
668       250 8365142  1 
669       250 8365142  1 
670       250 8365142  1 
671       250 8365142  1 
672       250 8365142  1 
673       250 8365142  1 
674       250 8365142  1 
675       250 8365142  1 
676       250 8365142  1 
677       250 8365142  1 
678       250 8365142  1 
679       250 8365142  1 
680       250 8365142  1 
681       250 8365142  1 
682       250 8365142  1 
683       250 8365142  1 
684       250 8365142  1 
685       250 8365142  1 
686       250 8365142  1 
687       250 8365142  1 
688       250 8365142  1 
689       250 8365142  1 
690       250 8365142  1 
691       250 8365142  1 
692       250 8365142  1 
693       250 8365142  1 
694       250 8365142  1 
695       250 8365142  1 
696       250 8365142  1 
697       250 8365142  1 
698       250 8365142  1 
699       250 8365142  1 
700       250 8365142  1 
701       250 8365142  1 
702       250 8365142  1 
703       250 8365142  1 
704       250 8365142  1 
705       250 8365142  1 
706       250 8365142  1 
707       250 8365142  1 
708       250 8365142  1 
709       250 8365142  1 
710       250 8365142  1 
711       250 8365142  1 
712       250 8365142  1 
713       250 8365142  1 
714       250 8365142  1 
715       250 8365142  1 
716       250 8365142  1 
717       250 8365142  1 
718       250 8365142  1 
719       250 8365142  1 
720       250 8365142  1 
721       250 8365142  1 
722       250 8365142  1 
723       250 8365142  1 
724       250 8365142  1 
725       250 8365142  1 
726       250 8365142  1 
727       250 8365142  1 
728       250 8365142  1 
729       250 8365142  1 
730       250 8365142  1 
731       250 8365142  1 
732       250 8365142  1 
733       250 8365142  1 
734       250 8365142  1 
735       250 8365142  1 
736       250 8365142  1 
737       250 8365142  1 
738       250 8365142  1 
739       250 8365142  1 
740       250 8365142  1 
741       250 8365142  1 
742       250 8365142  1 
743       250 8365142  1 
744       250 8365142  1 
745       250 8365142  1 
746       250 8365142  1 
747       250 8365142  1 
748       250 8365142  1 
749       250 8365142  1 
750       250 8365142  1 
751       250 8365142  1 
752       250 8365142  1 
753       250 8365142  1 
754       250 8365142  1 
755       250 8365142  1 
756       250 8365142  1 
757       250 8365142  1 
758       250 8365142  1 
759       250 8365142  1 
760       250 8365142  1 
761       250 8365142  1 
762       250 8365142  1 
763       250 8365142  1 
764       250 8365142  1 
765       250 8365142  1 
766       250 8365142  1 
767       250 8365142  1 
768       250 8365142  1 
769       250 8365142  1 
770       250 8365142  1 
771       250 8365142  1 
772       250 8365142  1 
773       250 8365142  1 
774       250 8365142  1 
775       250 8365142  1 
776       250 8365142  1 
777       250 8365142  1 
778       250 8365142  1 
779       250 8365142  1 
780       250 8365142  1 
781       250 8365142  1 
782       250 8365142  1 
783       250 8365142  1 
784       250 8365142  1 
785       250 8365142  1 
786       250 8365142  1 
787       250 8365142  1 
788       250 8365142  1 
789       250 8365142  1 
790       250 8365142  1 
791       250 8365142  1 
792       250 8365142  1 
793       250 8365142  1 
794       250 8365142  1 
795       250 8365142  1 
796       250 8365142  1 
797       250 8365142  1 
798       250 8365142  1 
799       250 8365142  1 
800       250 8365142  1 
801       250 8365142  1 
802       250 8365142  1 
803       250 8365142  1 
804       250 8365142  1 
805       250 8365142  1 
806       250 8365142  1 
807       250 8365142  1 
808       250 8365142  1 
809       250 8365142  1 
810       250 8365142  1 
811       250 8365142  1 
812       250 8365142  1 
813       250 8365142  1 
814       250 8365142  1 
815       250 8365142  1 
816       250 8365142  1 
817       250 8365142  1 
818       250 8365142  1 
819       250 8365142  1 
820       250 8365142  1 
821       250 8365142  1 
822       250 8365142  1 
823       250 8365142  1 
824       250 8365142  1 
825       250 8365142  1 
826       250 8365142  1 
827       250 8365142  1 
828       250 8365142  1 
829       250 8365142  1 
830       250 8365142  1 
831       250 8365142  1 
832       250 8365142  1 
833       250 8365142  1 
834       250 8365142  1 
835       250 8365142  1 
836       250 8365142  1 
837       250 8365142  1 
838       250 8365142  1 
839       250 8365142  1 
840       250 8365142  1 
841       250 8365142  1 
842       250 8365142  1 
843       250 8365142  1 
844       250 8365142  1 
845       250 8365142  1 
846       250 8365142  1 
847       250 8365142  1 
848       250 8365142  1 
849       250 8365142  1 
850       250 8365142  1 
851       250 8365142  1 
852       250 8365142  1 
853       250 8365142  1 
854       250 8365142  1 
855       250 8365142  1 
856       250 8365142  1 
857       250 8365142  1 
858       250 8365142  1 
859       250 8365142  1 
860       250 8365142  1 
861       250 8365142  1 
862       250 8365142  1 
863       250 8365142  1 
864       250 8365142  1 
865       250 8365142  1 
866       250 8365142  1 
867       250 8365142  1 
868       250 8365142  1 
869       250 8365142  1 
870       250 8365142  1 
871       250 8365142  1 
872       250 8365142  1 
873       250 8365142  1 
874       250 8365142  1 
875       250 8365142  1 
876       250 8365142  1 
877       250 8365142  1 
878       250 8365142  1 
879       250 8365142  1 
880       250 8365142  1 
881       250 8365142  1 
882       250 8365142  1 
883       250 8365142  1 
884       250 8365142  1 
885       250 8365142  1 
886       250 8365142  1 
887       250 8365142  1 
888       250 8365142  1 
889       250 8365142  1 
890       250 8365142  1 
891       250 8365142  1 
892       250 8365142  1 
893       250 8365142  1 
894       250 8365142  1 
895       250 8365142  1 
